Service_ID,Service_Type,Cloud_Provider,Edge_Node_ID,CPU_Utilization (%),Memory_Usage (MB),Storage_Usage (GB),Network_Bandwidth (Mbps),Service_Latency (ms),Response_Time (ms),Throughput (Requests/sec),Load_Balancing (%),QoS_Score,Workload_Variability,Optimal_Service_Placement
S0063,Database,AWS,E4,60.667790411888625,4255,111,778.5275727407883,168.2997671353956,402.26269151210636,590.8679003118639,67.56894833790543,0.5314463112262434,2,0
S0064,Compute,AWS,E3,58.127041018720995,3164,554,569.7657679,132.10319123776986,321.2798438059496,769.3296637,94.44212558692658,0.6832284603765957,2,0
S0065,AI Model,AWS,E3,42.31613384891155,4934,288,447.82975375436354,97.09660571698444,30.364325653406695,340.3660719943743,52.41622044276985,0.8778956214426512,2,0
S0066,AI Model,AWS,E1,62.37664946442621,4336,244,799.2389618529752,218.90779218032824,111.33086126163062,613.3335659190604,78.16279219128417,0.9821917093920188,2,0
S0067,Compute,Google Cloud,E1,71.66639765,4418,727,726.9902221358298,239.90869570746398,463.2816326590569,560.7993456673455,82.39111524122178,0.5572726497932412,2,0
S0068,Compute,Google Cloud,E2,85.49921868956058,1491,271,693.5016646919612,250.7165307,189.39542778508812,54.47680425,60.47673119750628,0.6571925205337292,1,0
S0069,Compute,Azure,E3,67.72185155,2963,110,347.1393871250979,295.80163362779365,60.78199597558984,118.76992835109483,57.255278669822516,0.9050627138594285,3,0
S0070,Compute,Azure,E3,77.08411527823685,1140,178,806.9140930952619,238.42886628652164,354.17862927443895,325.84980186171947,95.21905673327618,0.6330791930255882,3,0
S0071,Network,Azure,E3,54.616810581484245,4208,205,168.02865241784556,105.06998802557622,141.73988732304412,189.66420715478964,99.59464286598208,0.9126889889344858,1,0
S0072,Network,AWS,E4,20.69987149,3942,966,342.2670402481326,165.65565736967108,499.00895322354756,725.3496139375145,89.48808868673173,0.9935411820029851,1,0
S0073,Compute,AWS,E1,38.50091483912173,4186,427,86.03936665858846,17.11511097,430.48807326306064,974.6982378446729,83.17510347026285,0.7784402950739828,1,0
S0074,Network,Google Cloud,E2,74.48462863347535,4441,671,242.64433475934467,224.72339728132437,209.8895310002421,801.0391750565974,67.28651260964989,0.6390243741666697,1,0
S0075,Network,AWS,E1,94.38574635120226,3277,830,831.8494732,136.55688580217003,490.32799183008456,280.7980936026918,58.56991561623762,0.6992829808000269,1,0
S0076,Network,AWS,E2,50.11207368959662,4881,917,311.5563322164486,23.43954774557119,373.5910014210825,138.45179868297058,84.66487343,0.8809436394453762,2,0
S0077,AI Model,AWS,E1,80.00532265243696,5292,952,271.87064594894986,119.30260682741822,25.44139111028368,494.7348448,89.23617075896792,0.886737009,3,0
S0078,Storage,Azure,E4,61.63137119767147,5468,635,284.9418964773354,141.94016494087737,320.2117119831568,659.2024237940262,95.68825016518993,0.5133012817982819,2,0
S0079,Compute,Azure,E1,74.9803472,2515,486,45.570880364113265,187.66527360118567,450.5217514982471,442.9623364913139,93.99647818191869,0.7809906708131896,3,0
S0080,Compute,Google Cloud,E4,34.101855096156214,3674,437,221.56116015462513,200.20263441699728,75.67219821630597,406.34443505243246,62.20320054836256,0.6704415077461785,1,0
S0081,Database,AWS,E4,46.65384265143045,1617,529,425.8040333405909,69.64218907788626,66.72242266069907,533.4946919588219,88.16538076061053,0.8924778076432538,3,1
S0082,Compute,AWS,E4,61.56698855990125,3520,936,859.3755400059066,180.9480166145697,78.25814597,970.5194689781847,63.062256622679115,0.8191708752905449,1,0
S0083,AI Model,Google Cloud,E4,20.392221015718455,2673,887,733.845771,147.9834074962107,264.91366064697246,936.4237704128378,99.09526611434714,0.8272830956117991,3,0
S0084,Network,AWS,E4,77.07430700210705,6400,389,947.2884748219661,12.925957943255913,28.185526781528115,877.1378948036047,94.89490523871261,0.9770469574511503,2,1
S0085,Network,AWS,E1,75.9300337,665,389,320.5694469315446,36.307047719843666,339.45065114500375,706.7366808684675,51.30791711617099,0.9018175735768468,3,0
S0086,Network,Azure,E3,35.186042012392804,6508,253,255.39462514113941,161.75026536704507,347.69889110948316,907.6878416841664,84.41653811663384,0.7658003745089468,3,0
S0087,Compute,Google Cloud,E4,91.85551100895351,6035,210,700.7391445,121.75441549982708,177.32000923813678,857.9080132949816,80.20653144282676,0.5933904035811853,3,0
S0088,Network,Google Cloud,E1,47.595556347656334,4211,589,370.47164726039443,185.8798137753903,115.64878496909193,443.6106633191973,96.79078121,0.7127816828591758,2,0
S0089,AI Model,Google Cloud,E4,44.51987122535593,5897,441,570.5528655950905,242.6526545372203,408.7180326710809,156.76674685614768,61.700264358018494,0.7747447867559102,2,0
S0090,Compute,Google Cloud,E1,42.92031616176612,4298,726,71.26684466,288.8201207286831,275.59326413652605,598.2108429644176,62.96076668859932,0.8038545559159636,1,0
S0091,AI Model,Azure,E2,85.74880713711504,1576,624,540.0142617698347,163.01217767333446,484.4223320228237,660.4965384503851,50.94638202557317,0.6969889144586218,3,0
S0092,Network,Azure,E4,47.62321478801363,6532,119,753.9384150147501,205.79835010159243,471.02937107240734,327.8892693239795,95.74289029603798,0.5841154216018416,2,0
S0093,Compute,AWS,E2,53.64579732159069,2425,942,140.64566642772212,201.68580130798898,99.61759600364763,209.09696602254036,67.60082912509391,0.8469226931361331,1,0
S0094,Storage,AWS,E3,74.15532036520528,1728,454,518.0512529,155.73636919829332,288.0471719313825,410.0555415192895,70.54045005048403,0.8226993371562425,1,0
S0095,Storage,AWS,E2,86.46468353488059,6032,657,202.5031679873717,131.48546587883163,194.73377885978485,385.89636745066133,50.91858272690522,0.8436862328789033,1,0
S0096,Database,AWS,E4,64.47832506400881,7957,724,102.26415836706775,20.86567943232648,482.8150147358947,175.8455063,63.52608900859233,0.6862637264013974,3,0
S0097,AI Model,Azure,E2,49.36442736,2913,640,416.39083611994903,11.515324363848023,144.03559421094909,688.6685198874945,90.23629918707155,0.6312039112853725,1,0
S0098,Database,Google Cloud,E3,20.24136977,2472,169,324.3790340708067,119.37007067750699,272.8704916823518,385.05656416124793,72.36068703968925,0.7278081869834203,2,0
S0099,AI Model,Azure,E3,66.46920030948806,3292,863,266.79451673576426,45.81861926201606,256.2887566544142,359.4171009988172,65.48646109,0.8059520423836621,2,0
S0100,Database,AWS,E2,46.66197578310181,6211,739,96.71538443188693,222.75963980836886,136.31145921995574,498.94706039166283,74.14050466641851,0.6867598321158705,1,0
S0101,AI Model,Azure,E2,79.56479984578132,5316,737,99.01708241110526,257.8045023589905,353.6681445521163,883.5369781253896,66.15355342028755,0.8509736000599033,3,0
S0102,AI Model,Google Cloud,E1,26.97429798673491,7935,951,201.31692108182648,281.9208174353403,17.042746371111043,88.26724139728131,91.94855483,0.9178607983239356,2,0
S0103,Network,Google Cloud,E4,64.11517002112929,5258,266,60.05359607994357,150.24687953828962,34.261188554123834,814.5911764316485,64.88368577964229,0.8441166386678247,2,0
S0104,AI Model,Azure,E3,56.07296674145928,3383,105,630.1924494801578,211.75538124200145,303.6857076965433,400.53823202486865,82.98818202265419,0.7562913134235683,3,0
S0105,Database,Azure,E1,68.17441444289206,5554,415,294.45344934381296,257.3875814135824,177.42054117104252,861.8880744990538,56.84911111547639,0.7293289797461852,3,0
S0106,AI Model,Azure,E2,24.864019586222625,1172,748,286.9485080913803,128.39587777257833,477.12502237847065,812.0928583940637,84.34332468674549,0.8211598254878721,2,0
S0107,Network,AWS,E1,62.11134409696428,3147,793,666.1683114676244,281.3337439767796,359.71606675158654,709.1827085555352,80.42915773199542,0.7793647217622695,3,0
S0108,Database,Azure,E3,62.049507081212816,2841,816,871.9275426686556,157.12458256773655,410.89133475262264,201.65111893476814,77.99276900172386,0.8124711375536975,2,0
S0109,Storage,Azure,E1,65.26157499,4466,974,761.4960632300821,151.6898965,336.9926063371697,901.4674745555986,98.05591340108201,0.5482943412472661,2,0
S0110,Storage,Azure,E3,70.73509529197716,2962,504,730.2539379,57.63274848623125,71.53523032797872,434.26651122931395,81.36982776579232,0.9758827580711633,1,1
S0111,AI Model,Google Cloud,E2,80.37417497605773,1644,153,489.54727374484077,36.90572929914024,385.1162511477093,482.8443345874402,62.97752166365413,0.895386532,3,0
S0112,Compute,Google Cloud,E4,40.23655400961607,1211,126,696.8675013977377,253.42152443263592,112.99406467223473,720.4710984851356,64.61955119238702,0.6869639348533919,1,0
S0113,Database,AWS,E4,57.36917616975902,7982,963,224.0880229046636,101.11825228573737,411.4247639301859,274.52560616179915,86.77182969460932,0.5236622650682107,3,0
S0114,Database,AWS,E3,24.391319693298442,6982,313,303.4280868065306,168.87169765004126,431.3709499498705,422.39814169469105,67.26719889631651,0.6253991675559814,2,0
S0115,Database,Google Cloud,E2,45.06787390220456,6809,380,911.6946442601152,177.25619033203492,114.38730672319944,400.26777780376324,99.55282543695435,0.8448508211823116,1,0
S0116,Database,Google Cloud,E4,78.86727328336006,5159,231,551.9406919759286,66.06311236729215,307.8114349173747,705.5245327,55.09762747901387,0.9260738739000058,3,0
S0117,Network,Google Cloud,E2,73.07607010556868,5012,942,736.5663232318507,256.16469562798477,51.05757654864819,417.8241104481376,70.23225142200496,0.7795929399899242,2,0
S0118,Database,Azure,E2,58.795179233120706,2691,599,413.638613,110.0474601240944,383.6416785,844.0939877199303,91.05391809991205,0.701154767,2,0
S0119,Compute,Azure,E3,53.01492484666179,3350,737,134.30992285087888,205.71340205994403,296.61613804957364,146.21231763945605,54.61729194727161,0.5807989779790106,2,0
S0120,Compute,Google Cloud,E1,31.058939502971295,1385,76,179.58200824345366,85.86550733,140.4534357,692.0979916887002,83.70036782313557,0.5591770506632938,1,0
S0121,Compute,Azure,E1,44.61445652069837,595,325,829.0829893,249.1641824604752,25.35790774084469,286.2891241010934,52.824171200174106,0.880339881,1,0
S0122,Compute,Azure,E2,52.55145246304065,1934,701,588.9902453719933,223.26100884711903,68.52995314250003,64.72332973488079,83.64275189048456,0.9637517756482878,2,0
S0123,Compute,AWS,E1,36.545896453340845,3187,848,804.8226969055905,40.13642808,467.86590625283173,626.3284532870744,69.94107634620286,0.8297228293578192,2,0
S0124,Database,Google Cloud,E2,64.86689705478041,3692,140,254.05470658160314,46.46140275868516,111.20185794628314,723.6708319116406,76.10632467160885,0.9572288254404706,1,1
S0125,AI Model,Google Cloud,E2,75.17473356793923,4828,529,976.2723716142018,89.50975263465217,370.1628130614984,70.00489437850405,70.07708690026412,0.5450568164670723,2,0
S0126,Network,Azure,E3,68.19238996513937,1903,500,318.79278648133817,251.7766127744665,337.9402399633923,119.64052720803384,63.60012868654948,0.7993185894149306,3,0
S0127,Compute,Google Cloud,E2,51.593603997055396,3730,414,130.89040076504506,212.77891820736824,409.3575051713126,899.4730506857427,86.14717121947236,0.6462702142407849,2,0
S0128,AI Model,AWS,E4,67.71330235311746,4719,908,120.02577585869228,278.93608005153834,137.73082729289087,266.7576180633605,60.309853962760116,0.8419466773888384,3,0
S0129,Network,AWS,E1,28.87521431925405,6189,400,876.3668641124665,95.34902666636134,10.307483147943524,344.24658649871145,66.82305812886061,0.5564290824718485,2,0
S0130,Storage,AWS,E4,50.74286672722162,3483,704,792.6153051689568,83.19897887987891,481.9161241399232,865.8144243287246,79.45781886968942,0.7667607154904919,3,0
S0131,Database,Google Cloud,E2,82.98517142,4077,449,149.69651808113758,210.37677283882152,459.59699835220897,715.4321222,72.72111595797705,0.5506325904937048,3,0
S0132,Network,Google Cloud,E3,48.78747139,4088,302,550.1263005741458,61.89681776343621,384.6384492421209,431.7227856716104,87.25724049139102,0.9362870096488223,1,0
S0133,Database,Google Cloud,E1,64.08270206466486,7491,930,54.841697176946674,162.0057480825772,229.27641595275898,746.0651746772667,50.533614392441706,0.9039828446303787,3,0
S0134,Compute,Google Cloud,E3,33.83571898502295,6521,852,659.8220007909196,247.38426308479183,59.92695944606088,636.0405181669224,88.82787359,0.6840428188331071,2,0
S0135,Compute,Google Cloud,E1,47.167658123921626,782,508,539.8008103435468,34.907053528609744,17.800930958771318,52.76613194209931,91.08246669400361,0.5625391134081628,3,0
S0136,Storage,AWS,E1,45.08834665564491,4578,748,91.20344835935614,238.60794051974014,311.9296529541727,58.94886317382306,52.974008155419476,0.5207496521928557,2,0
S0137,Database,Azure,E2,21.814382291851643,6528,548,989.8588492752413,147.27083002405533,452.40533148175354,296.42975186176113,68.91033919,0.6221168501820393,2,0
S0138,Storage,AWS,E3,82.37727827568301,7362,999,39.72111882758116,21.90654145309361,351.40985931834814,654.3269843416624,89.69478275972584,0.7801759870099809,3,0
S0139,Network,Google Cloud,E1,40.48031074796093,1902,975,450.08297051965803,56.504006117919985,57.35388624,481.50369877698506,93.72072770982393,0.5108694190318537,3,0
S0140,Compute,AWS,E1,58.85590746791116,7959,557,509.5728343616186,213.69075117277004,144.34037845942706,870.2585137956789,92.55018833986244,0.7602852721495867,3,0
S0141,AI Model,Google Cloud,E3,42.40441801915798,3866,353,126.10734632244059,214.9744937723301,166.82779617379256,921.1130574473642,88.86021237,0.6958858710060016,3,0
S0142,Compute,Google Cloud,E1,90.55094338365053,4647,550,177.3711606553191,270.0148061744613,383.9435283,996.9673270449114,63.452611437108146,0.788561135,3,0
S0143,Compute,AWS,E4,39.447256914933035,6590,852,358.2869563,176.89241323360193,403.1020978252059,195.9999290168845,90.59448217841583,0.8512087640751823,2,0
S0144,Compute,Google Cloud,E4,85.45476878634514,7843,215,512.0115998196641,40.81739712396678,214.76315834262874,302.7203078923617,52.63783074160454,0.9923221846866832,1,0
S0145,Storage,Azure,E1,33.95760634,6620,511,985.3228095397681,59.21647620683084,151.67699202519287,530.4841921757504,97.10789585149966,0.7148685044648893,2,0
S0146,Database,Google Cloud,E3,80.19824823467829,4119,969,770.3253809600775,101.87372238689858,231.12973681704358,67.08872499376827,94.39296748677764,0.7124153683216556,3,0
S0147,Compute,Azure,E3,30.01099793119578,3587,405,622.5843563,78.40161297,428.0561480063222,703.8079734,90.28964329791174,0.7449140302733612,3,0
S0148,AI Model,Azure,E2,57.23458642664748,2992,256,648.4126105868302,45.22924660293192,103.91894622683442,178.71979298240254,85.54939707318414,0.9958497305092813,1,1
S0149,Database,Google Cloud,E2,52.76380269613847,7126,817,33.29716946995778,219.76361604987824,242.52673157769254,475.1914529825735,71.95207444105739,0.9637806744095211,3,0
S0150,Network,AWS,E2,65.76688621082309,790,564,108.55104768068739,118.73830149838759,296.35400157883413,309.15419806485346,82.62423642030788,0.9985851257128622,3,0
S0151,Compute,Azure,E4,30.151556170826414,3436,257,607.1602439585208,154.4723083019308,400.46216943533364,490.373847,88.69003742845169,0.6463044470198227,1,0
S0152,AI Model,AWS,E2,76.35313145217842,1092,758,528.3645416810856,257.5203170934801,177.07361609661749,893.4460264632361,67.91812678289142,0.6788924629208831,2,0
S0153,Database,Azure,E1,69.27163672003547,5470,902,261.04827582640553,226.23633613171032,404.6784786898875,482.3680195,59.159912256331744,0.9708165907426014,1,0
S0154,Storage,Google Cloud,E1,91.74609658125935,765,174,476.24055818478934,242.50947113827243,175.91950226518995,578.1164162206044,82.13868308091463,0.8555647590015449,1,0
S0155,Network,Google Cloud,E1,25.17185122673159,4788,187,497.3099920305842,45.36932414297526,37.16216458120458,433.77746913792936,66.38856029206094,0.647819166,2,0
S0156,Compute,Azure,E4,41.16403060199001,1336,586,655.5721312628341,268.55439508095617,298.0721391984591,64.41548909410062,56.13140249890033,0.97211479,2,0
S0157,Database,Google Cloud,E3,39.62792628019295,8188,117,783.1101628222295,119.41110952347283,467.92472035471144,319.5582344624332,71.67318498665618,0.9059065534728893,1,0
S0158,Network,Azure,E4,38.523409930399986,4344,622,793.5489054806238,89.92450503055585,365.77004977061245,464.7526356547332,69.83638002,0.8709163568643299,1,0
S0159,AI Model,Google Cloud,E1,87.96909353907775,1211,590,606.4451323964205,218.78539500723824,459.7085997222754,652.1071271930924,96.90269267769648,0.8684981558635112,1,0
S0160,Network,AWS,E1,38.715964988712955,7221,432,516.5221966938238,251.7426009910577,455.0901330190747,477.5493340261975,57.65674003022019,0.5890101621461352,3,0
S0161,Database,Google Cloud,E4,40.39622945964733,5957,68,70.39707157534095,259.4344384599988,306.24131402653865,370.9261911554858,50.492341250600546,0.9123406196139683,3,0
S0162,Database,AWS,E2,76.95486968134728,1892,732,294.9529858630898,98.21915663194207,268.6034120148593,418.6937985769493,61.90426064035588,0.6380593162217291,2,0
S0163,Network,Google Cloud,E4,53.73048818,4408,499,102.3387323103882,256.4026554044938,283.1460739,280.1786627404432,91.01384298843273,0.9651833289507648,1,0
S0164,Network,AWS,E1,24.90246181732889,3239,622,143.7293447635031,19.65013998061707,388.85216895600985,545.6560645013689,62.04390318527413,0.9288301985211282,3,0
S0165,Storage,Google Cloud,E3,56.56783952550382,7046,988,160.25765575259103,188.93816257637556,62.070293348273964,62.73898117851696,56.49494022684054,0.6331167472589008,3,0
S0166,Network,AWS,E3,24.69899025915159,6565,325,944.4890006416932,100.75970471049764,93.56364396013068,974.3135532044395,53.45870952527086,0.5534426477445302,3,0
S0167,Database,Azure,E4,30.443402833819636,3900,260,15.350874435943172,104.49373433599676,113.12523936650179,815.3278743735989,64.12493633104823,0.9180396375834192,1,0
S0168,Compute,Azure,E1,59.931551170641285,4819,904,11.332808246998063,57.981935524828295,347.8957021112826,105.36153648254574,77.75798648950774,0.859223641,2,0
S0169,Compute,AWS,E1,50.832170195052996,6146,969,384.3197620895763,87.99843344688328,439.88177073458746,925.1045998598216,86.52081325098678,0.7616292564693287,1,0
S0170,Storage,Google Cloud,E1,46.050749469413205,895,700,151.96141631078362,139.98472301387739,152.27732382967366,880.6961534833445,76.64382173483737,0.5225579393007298,3,0
